,pubmed_id,value,class,id_ontology
5350,7814011,ND,SpecificDisease,C537849
5351,7814011,mental retardation,DiseaseClass,D008607
5352,7814011,hearing impairment,DiseaseClass,D034381
5353,7814011,ND,Modifier,C537849
5354,7814011,ND,Modifier,C537849
5355,7814011,ND,Modifier,C537849
5356,7814011,ND,Modifier,C537849
5360,8571953,breast and ovarian cancer,Modifier,D061325
5361,8571953,breast/ovarian cancer,Modifier,D061325
5363,8571953,ovarian cancer,SpecificDisease,D010051
5367,7166314,congenital hemolytic anemia,SpecificDisease,D000745
5368,7166314,chronic nonspherocytic hemolytic anemia,SpecificDisease,D000746
5369,7166314,hemolytic anemia,SpecificDisease,D000743
5370,7166314,G6PD deficiency,SpecificDisease,D005955
5371,7166314,hemolytic crisis,DiseaseClass,D006461
5372,7166314,upper respiratory infection,SpecificDisease,D012141
5373,7166314,hemolysis,SpecificDisease,D006461
5374,7166314,chronic hemolytic anemia,SpecificDisease,D000745
5378,1468459,Craniofrontonasal dysplasia,SpecificDisease,C536456
5379,1468459,craniofrontonasal dysplasia,SpecificDisease,C536456
5380,1468459,CFND,SpecificDisease,C536456
5381,1468459,frontonasal dysplasia,SpecificDisease,C538065
5382,1468459,coronal craniosynostosis,SpecificDisease,C537369
5383,1468459,Extracranial abnormalities,DiseaseClass,D009139
5384,1468459,brittle nails with prominent longitudinal grooves,SpecificDisease,D009260
5386,1468459,Hypotonia,SpecificDisease,D009123
5387,1468459,laxity of joints,SpecificDisease,C535884
5388,1468459,developmental delay,DiseaseClass,D002658
5389,1468459,X-linked disorders,DiseaseClass,D040181
5390,1468459,CFND,SpecificDisease,C536456
5394,1707231,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
5395,1707231,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
5399,7579347,Wiskott-Aldrich syndrome,SpecificDisease,D014923
5400,7579347,X-linked congenital thrombocytopenia,SpecificDisease,OMIM:313900
5401,7579347,Wiskott-Aldrich syndrome,SpecificDisease,D014923
5402,7579347,WAS,SpecificDisease,D014923
5403,7579347,X-linked recessive disorder,DiseaseClass,D040181
5404,7579347,thrombocytopenia,SpecificDisease,D013921
5405,7579347,eczema,SpecificDisease,D004485
5406,7579347,immunodeficiency,DiseaseClass,D007153
5407,7579347,WAS,Modifier,D014923
5408,7579347,congenital X-linked thrombocytopenia,SpecificDisease,OMIM:313900
5409,7579347,XLT,SpecificDisease,OMIM:313900
5410,7579347,eczema,SpecificDisease,D004485
5411,7579347,immune deficiency,DiseaseClass,D007153
5412,7579347,WAS,SpecificDisease,D014923
5413,7579347,WAS,Modifier,D014923
5414,7579347,WAS,Modifier,D014923
5415,7579347,WAS,Modifier,D014923
5416,7579347,WAS,Modifier,D014923
5417,7579347,XLT,Modifier,OMIM:313900
5418,7579347,WAS,SpecificDisease,D014923
5419,7579347,XLT,SpecificDisease,OMIM:313900
5420,7579347,WAS,SpecificDisease,D014923
5424,1709636,phenylketonuria,SpecificDisease,D010661
5425,1709636,Phenylketonuria,SpecificDisease,D010661
5426,1709636,PKU,SpecificDisease,D010661
5427,1709636,autosomal recessive disease,DiseaseClass,D030342
5428,1709636,"deficiency of a hepatic enzyme, phenylalanine hydroxylase",SpecificDisease,OMIM:261600
5429,1709636,PKU,SpecificDisease,D010661
5430,1709636,PKU,Modifier,D010661
5434,10633128,Friedreich ataxia,SpecificDisease,D005621
5435,10633128,Friedreich ataxia,SpecificDisease,D005621
5436,10633128,autosomal recessive neurodegenerative disease,DiseaseClass,D020271
5437,10633128,inherited ataxias,SpecificDisease,D013132
5438,10633128,Friedreich ataxia,SpecificDisease,D005621
5439,10633128,Friedreich ataxia,SpecificDisease,D005621
5440,10633128,FRDA,Modifier,D005621
5444,10737119,primary dystonias,DiseaseClass,D020821
5445,10737119,Primary dystonias,DiseaseClass,D020821
5446,10737119,movement disorders,DiseaseClass,D009069
5447,10737119,dystonia,DiseaseClass,D004421
5448,10737119,idiopathic torsion dystonia,SpecificDisease,D004422
5449,10737119,focal dystonia,SpecificDisease,D020821
5450,10737119,idiopathic torsion dystonia,SpecificDisease,D004422
5451,10737119,dopa-responsive dystonia,SpecificDisease,C538007
5452,10737119,paroxysmal dystonic choreoathetosis,SpecificDisease,C537181
5453,10737119,X-linked dystonia parkinsonism syndrome,SpecificDisease,OMIM:314250
5454,10737119,X-linked sensorineural deafness,DiseaseClass,OMIM:304500
5455,10737119,dystonia,DiseaseClass,D004421
5456,10737119,mental retardation,DiseaseClass,D008607
5457,10737119,idiopathic torsion dystonia,SpecificDisease,D004422
5458,10737119,dopa-responsive dystonia,SpecificDisease,C538007
5459,10737119,sensorineural deafness,DiseaseClass,D006319
5460,10737119,dystonia,DiseaseClass,D004421
5461,10737119,mental retardation,DiseaseClass,D008607
5462,10737119,primary dystonias,DiseaseClass,D020821
5467,10533031,Friedreich ataxia,SpecificDisease,D005621
5468,10533031,Friedreich ataxia,SpecificDisease,D005621
5469,10533031,autosomal recessive disorder,DiseaseClass,D030342
5470,10533031,FRDA,Modifier,D005621
5471,10533031,scoliosis,DiseaseClass,D012600
5472,10533031,foot deformity,DiseaseClass,D005530
5473,10533031,cardiomyopathy,SpecificDisease,D009202
5474,10533031,diabetes mellitus,SpecificDisease,D003920
5475,10533031,loss of proprioception,DiseaseClass,D020886
5476,10533031,bladder symptoms,DiseaseClass,D001745
5477,10533031,bladder symptoms,DiseaseClass,D001745
5478,10533031,foot deformity,DiseaseClass,D005530
5479,10533031,diabetes,DiseaseClass,D003920
5480,10533031,scoliosis,DiseaseClass,D012600
5481,10533031,bladder symptoms,DiseaseClass,D001745
5482,10533031,impaired proprioception,DiseaseClass,D020886
5486,492812,meningococcal meningitis,SpecificDisease,D008585
5487,492812,absence of the sixth component of complement,SpecificDisease,OMIM:612446
5488,492812,meningococcal meningitis,SpecificDisease,D008585
5489,492812,absence of the sixth component of complement,SpecificDisease,OMIM:612446
5490,492812,neisserial infections,SpecificDisease,D016870
5491,492812,C6 deficiency,SpecificDisease,OMIM:612446
5492,492812,C6-deficient,Modifier,OMIM:612446
5493,492812,neisserial infections,SpecificDisease,D016870
5497,10519880,cerebrotendinous xanthomatosis,SpecificDisease,D019294
5498,10519880,cerebrotendinous xanthomatosis,SpecificDisease,D019294
5499,10519880,CTX,SpecificDisease,D019294
5500,10519880,abnormality of CYP27,SpecificDisease,OMIM:213700
5504,8187068,advanced prostate cancers,SpecificDisease,D011471
5505,8187068,metastatic prostate cancer,SpecificDisease,D011471
5506,8187068,metastatic prostate cancer,Modifier,D011471
5507,8187068,advanced prostate cancer,SpecificDisease,D011471
5508,8187068,advanced prostate cancer,SpecificDisease,D011471
5512,10802669,genetic disorder,DiseaseClass,D030342
5513,10802669,ataxia-telangiectasia,SpecificDisease,D001260
5514,10802669,A-T,SpecificDisease,D001260
5515,10802669,cerebellar dysfunction,DiseaseClass,D002526
5516,10802669,cancer,Modifier,D009369
5517,10802669,A-T,Modifier,D001260
5518,10802669,cancer,Modifier,D009369
5519,10802669,A-T,SpecificDisease,D001260
5520,10802669,Nijmegen breakage syndrome,SpecificDisease,D049932
5521,10802669,NBS,SpecificDisease,D049932
5522,10802669,NBS,SpecificDisease,D049932
5523,10802669,A-T,SpecificDisease,D001260
5524,10802669,NBS,SpecificDisease,D049932
5525,10802669,A-T,Modifier,D001260
5526,10802669,NBS,Modifier,D049932
5527,10802669,A-T,SpecificDisease,D001260
5528,10802669,NBS,SpecificDisease,D049932
5532,1346924,myotonic dystrophy,SpecificDisease,D009223
5533,1346924,Myotonic dystrophy,SpecificDisease,D009223
5534,1346924,DM,SpecificDisease,D009223
5535,1346924,muscular dystrophy,SpecificDisease,D009136
5536,1346924,muscle weakness,DiseaseClass,D018908
5537,1346924,sustained muscle contraction,DiseaseClass,D009120
5538,1346924,DM,Modifier,D009223
5539,1346924,DM,SpecificDisease,D009223
5543,10987655,EA-2,SpecificDisease,C535506
5544,10987655,FHM,SpecificDisease,D020325
5545,10987655,episodic ataxia type 2,SpecificDisease,C535506
5546,10987655,EA-2,SpecificDisease,C535506
5547,10987655,familial hemiplegic migraine,SpecificDisease,D020325
5548,10987655,FHM,SpecificDisease,D020325
5549,10987655,spinocerebellar ataxia 6,SpecificDisease,OMIM:183086
5550,10987655,SCA6,SpecificDisease,OMIM:183086
5551,10987655,EA-2,SpecificDisease,C535506
5552,10987655,FHM,SpecificDisease,D020325
5553,10987655,EA-2,SpecificDisease,C535506
5554,10987655,migraine,SpecificDisease,D008881
5555,10987655,FHM,SpecificDisease,D020325
5559,10213492,familial adenomatous polyposis,SpecificDisease,D011125
5560,10213492,adenomatous polyposis coli,Modifier,D011125
5561,10213492,APC,Modifier,D011125
5562,10213492,familial APC,SpecificDisease,D011125
5563,10213492,FAP,SpecificDisease,D011125
5564,10213492,APC,Modifier,D011125
5565,10213492,colorectal adenomas,SpecificDisease,D003123
5566,10213492,carcinomas,DiseaseClass,D009369
5567,10213492,APC,Modifier,D011125
5568,10213492,APC,Modifier,D011125
5569,10213492,APC,Modifier,D011125
5570,10213492,APC,Modifier,D011125
5571,10213492,APC,Modifier,D011125
5572,10213492,APC,Modifier,D011125
5573,10213492,polyposis,SpecificDisease,D044483
5574,10213492,APC,Modifier,D011125
5575,10213492,APC,Modifier,D011125
5576,10213492,APC,Modifier,D011125
5577,10213492,attenuated polyposis,SpecificDisease,C538265
5578,10213492,APC,Modifier,D011125
5579,10213492,FAP,Modifier,D011125
5580,10213492,colorectal tumor,Modifier,D015179
5584,1717985,piebaldism,SpecificDisease,D016116
5585,1717985,Piebaldism,SpecificDisease,D016116
5586,1717985,autosomal dominant genetic disorder,DiseaseClass,D030342
5587,1717985,piebaldism,SpecificDisease,D016116
5588,1717985,piebald,Modifier,D016116
5589,1717985,Piebaldism,SpecificDisease,D016116
5593,8104633,late-infantile metachromatic leukodystrophy,SpecificDisease,D007966
5594,8104633,Metachromatic leukodystrophy,SpecificDisease,D007966
5595,8104633,MLD,SpecificDisease,D007966
5596,8104633,autosomal recessive lysosomal storage disorder,DiseaseClass,D016464
5597,8104633,deficiency of arylsulfatase A,SpecificDisease,D007966
5598,8104633,late-infantile metachromatic leukodystrophy,SpecificDisease,D007966
5599,8104633,MLD,Modifier,D007966
5603,7717396,X-linked adrenoleukodystrophy,SpecificDisease,D000326
5604,7717396,peroxisomal disorder,DiseaseClass,D018901
5605,7717396,X-linked adrenoleukodystrophy,SpecificDisease,D000326
5606,7717396,X-ALD,SpecificDisease,D000326
5607,7717396,X-ALD,SpecificDisease,D000326
5608,7717396,ALD,SpecificDisease,D000326
5609,7717396,adrenomyeloneuropathy,SpecificDisease,D000326
5610,7717396,AMN,SpecificDisease,D000326
5611,7717396,Addison disease only,Modifier,D000224
5612,7717396,ADO,Modifier,D000224
5613,7717396,ALD,SpecificDisease,D000326
5614,7717396,X-ALD,Modifier,D000326
5615,7717396,ALD,Modifier,D000326
5616,7717396,AMN,SpecificDisease,D000326
5617,7717396,ADO,Modifier,D000224
5618,7717396,ALD,SpecificDisease,D000326
5619,7717396,AMN,SpecificDisease,D000326
5620,7717396,X-ALD,SpecificDisease,D000326
5621,7717396,X-ALD,Modifier,D000326
5625,8571951,Atelosteogenesis type II,SpecificDisease,C535395
5626,8571951,diastrophic dysplasia,Modifier,C536170
5627,8571951,chondrodysplasias,DiseaseClass,D010009
5628,8571951,Atelosteogenesis type II,SpecificDisease,C535395
5629,8571951,AO II,SpecificDisease,C535395
5630,8571951,chondrodysplasia,DiseaseClass,D010009
5631,8571951,chondrodysplasia,DiseaseClass,D010009
5632,8571951,diastrophic dysplasia,SpecificDisease,C536170
5633,8571951,DTD,SpecificDisease,C536170
5634,8571951,DTD,SpecificDisease,C536170
5635,8571951,diastrophic dysplasia,Modifier,C536170
5636,8571951,AOII,Modifier,C535395
5637,8571951,chondrodysplasia,DiseaseClass,D010009
5638,8571951,chondrodysplasias,DiseaseClass,D010009
5642,10732816,"Emerin, deficiency",SpecificDisease,D020389
5643,10732816,Emery-Dreifuss muscular dystrophy,SpecificDisease,D020389
5644,10732816,X-linked recessive Emery-Dreifuss muscular dystrophy,SpecificDisease,D020389
5645,10732816,EDMD,SpecificDisease,D020389
5646,10732816,inherited muscle disorder,DiseaseClass,D009135+D030342
5647,10732816,wasting of humero-peroneal muscles,SpecificDisease,D019282
5649,10732816,cardiac conduction block,SpecificDisease,D006327
5650,10732816,sudden death,SpecificDisease,D003645
5651,10732816,EDMD,SpecificDisease,D020389
5655,10447258,Zellweger syndrome,SpecificDisease,D015211
5656,10447258,Zellweger spectrum of disease,DiseaseClass,D015211
5657,10447258,Zellweger syndrome,SpecificDisease,D015211
5658,10447258,neonatal adrenoleukodystrophy,SpecificDisease,OMIM:202370
5659,10447258,infantile Refsum disease,SpecificDisease,D052919
5660,10447258,Zellweger syndrome,Modifier,D015211
5661,10447258,Zellweger syndrome,Modifier,D015211
5662,10447258,Zellweger syndrome,Modifier,D015211
5663,10447258,Zellweger syndrome,Modifier,D015211
5664,10447258,Zellweger syndrome,SpecificDisease,D015211
5668,10861282,ankylosing spondylitis,SpecificDisease,D013167
5669,10861282,Ankylosing spondylitis,SpecificDisease,D013167
5670,10861282,AS,SpecificDisease,D013167
5671,10861282,rheumatic disorder,DiseaseClass,D012216
5672,10861282,AS,SpecificDisease,D013167
5673,10861282,AS,SpecificDisease,D013167
5674,10861282,AS,SpecificDisease,D013167
5675,10861282,AS,SpecificDisease,D013167
5676,10861282,AS,SpecificDisease,D013167
5677,10861282,AS,SpecificDisease,D013167
5678,10861282,AS,SpecificDisease,D013167
5679,10861282,AS,SpecificDisease,D013167
5683,10746568,factor X deficiency,SpecificDisease,D005171
5684,10746568,Factor X deficiency,SpecificDisease,D005171
5685,10746568,haemorrhagic condition,DiseaseClass,D006474
5686,10746568,factor X deficiency,SpecificDisease,D005171
5690,10888879,retinal degeneration,Modifier,D012162
5691,10888879,photoreceptor dystrophies,DiseaseClass,D058499
5692,10888879,autosomal dominant retinitis pigmentosa,SpecificDisease,D012174
5693,10888879,macular dystrophy,SpecificDisease,D008268
5694,10888879,retinal degeneration,Modifier,D012162
5698,2563633,phenylketonuria,SpecificDisease,D010661
5699,2563633,phenylketonuria,SpecificDisease,D010661
5700,2563633,PKU,SpecificDisease,D010661
5701,2563633,PKU,Modifier,D010661
5705,10557309,Alveolar rhabdomyosarcoma,SpecificDisease,D018232
5706,10557309,pediatric cancer of striated muscle,SpecificDisease,D019042
5707,10557309,alveolar rhabdomyosarcoma,Modifier,D018232
5711,3032521,retinoblastoma,Modifier,D012175
5712,3032521,retinoblastoma,SpecificDisease,D012175
5713,3032521,retinoblastoma,Modifier,D012175
5717,10612394,ataxia-telangiectasia-like disorder,SpecificDisease,OMIM:604391
5718,10612394,ataxia-telangiectasia-like disorder,SpecificDisease,OMIM:604391
5719,10612394,ATLD,SpecificDisease,OMIM:604391
5720,10612394,A-T,SpecificDisease,D001260
5721,10612394,NBS,SpecificDisease,D049932
5722,10612394,hypersensitivity to ionizing radiation,SpecificDisease,D004194
5723,10612394,A-T,SpecificDisease,D001260
5727,2450401,Duchenne muscular dystrophy,Modifier,D020388
5728,2450401,Duchenne muscular dystrophy,Modifier,D020388
5729,2450401,DMD,Modifier,D020388
5730,2450401,DMD,SpecificDisease,D020388
5731,2450401,DMD,Modifier,D020388
5735,6086495,Becker muscular dystrophy,Modifier,C537666
5736,6086495,Becker muscular dystrophy,SpecificDisease,C537666
5737,6086495,BMD,SpecificDisease,C537666
5738,6086495,BMD,Modifier,C537666
5743,10830915,Friedreich ataxia,SpecificDisease,D005621
5744,10830915,Friedreich ataxia,SpecificDisease,D005621
5745,10830915,FRDA,SpecificDisease,D005621
5746,10830915,inherited ataxia,DiseaseClass,D013132
5747,10830915,FRDA,Modifier,D005621
5751,10556298,Prader-Willi,Modifier,D011218
5752,10556298,Prader-Willi syndrome,SpecificDisease,D011218
5753,10556298,PWS,SpecificDisease,D011218
5754,10556298,neurogenetic disorder,DiseaseClass,D020271
5755,10556298,contiguous gene syndrome,DiseaseClass,D025063
5756,10556298,PWS,SpecificDisease,D011218
5757,10556298,PWS,SpecificDisease,D011218
5758,10556298,PWS,Modifier,D011218
5759,10556298,PWS,SpecificDisease,D011218
5760,10556298,PWS,SpecificDisease,D011218
5761,10556298,PWS,SpecificDisease,D011218
5765,1361100,phenylketonuria,SpecificDisease,D010661
5766,1361100,Phenylketonuria,SpecificDisease,D010661
5767,1361100,PKU,SpecificDisease,D010661
5768,1361100,disorder of amino acid metabolism,DiseaseClass,D000592
5769,1361100,deficiency of the hepatic enzyme phenylalanine hydroxylase,SpecificDisease,OMIM:261600
5770,1361100,PKU,SpecificDisease,D010661
5771,1361100,PKU,Modifier,D010661
5772,1361100,PKU,SpecificDisease,D010661
5776,10724160,Wiskott-Aldrich syndrome,Modifier,D014923
5777,10724160,Wiskott-Aldrich syndrome,Modifier,D014923
5781,1733838,Norrie disease,SpecificDisease,C537849
5782,1733838,Norrie disease,SpecificDisease,C537849
5783,1733838,NDP,SpecificDisease,C537849
5784,1733838,NDP,Modifier,C537849
5785,1733838,NDP,Modifier,C537849
5786,1733838,NDP,Modifier,C537849
5790,7479827,very-long-chain acyl-CoA dehydrogenase deficiency,SpecificDisease,C536353
5791,7479827,cardiomyopathy,SpecificDisease,D009202
5792,7479827,sudden death,SpecificDisease,D003645
5793,7479827,"sudden, unexplained death",SpecificDisease,D003645
5794,7479827,hepatic encephalopathy,SpecificDisease,D006501
5795,7479827,liver failure,SpecificDisease,D017093
5796,7479827,skeletal myopathy,SpecificDisease,D009135
5797,7479827,cardiomyopathy,SpecificDisease,D009202
5798,7479827,VLCAD deficiency,SpecificDisease,C536353
5799,7479827,cardiac arrest,SpecificDisease,D006323
5800,7479827,cardiomyopathy,SpecificDisease,D009202
5801,7479827,VLCAD deficiency,SpecificDisease,C536353
5802,7479827,cardiomyopathy,SpecificDisease,D009202
5803,7479827,sudden death,SpecificDisease,D003645
5807,1577476,golden retriever muscular dystrophy,SpecificDisease,D009136
5808,1577476,Duchenne muscular dystrophy,SpecificDisease,D020388
5809,1577476,Golden retriever muscular dystrophy,SpecificDisease,D009136
5810,1577476,GRMD,SpecificDisease,D009136
5811,1577476,Duchenne muscular dystrophy,SpecificDisease,D020388
5812,1577476,DMD,SpecificDisease,D020388
5813,1577476,DMD,Modifier,D020388
5814,1577476,DMD,Modifier,D020388
5815,1577476,GRMD,Modifier,D009136
5816,1577476,GRMD,SpecificDisease,D009136
5817,1577476,dystrophin deficiency,SpecificDisease,OMIM:310200
5821,1981994,familial Mediterranean fever,SpecificDisease,D010505
5822,1981994,familial Mediterranean fever,SpecificDisease,D010505
5823,1981994,MEF,SpecificDisease,D010505
5824,1981994,MEF,SpecificDisease,D010505
5825,1981994,MEF-amyloidosis,SpecificDisease,D000686|D010505
5826,1981994,MEF,Modifier,D010505
5827,1981994,amyloidosis,DiseaseClass,D000686
5828,1981994,MEF,Modifier,D010505
5829,1981994,MEF,Modifier,D010505
5830,1981994,MEF,SpecificDisease,D010505
5831,1981994,MEF-amyloidosis,Modifier,D000686|D010505
5832,1981994,MEF,Modifier,D010505
5833,1981994,amyloidosis,DiseaseClass,D000686
5837,1201235,severe neonatal jaundice,SpecificDisease,D007567
5838,1201235,G6PD deficiency,SpecificDisease,D005955
5839,1201235,hyperbilirubinaemia,DiseaseClass,D006932
5840,1201235,severe neonatal jaundice,SpecificDisease,D007567
5844,1351034,APC,Modifier,D011125
5845,1351034,adrenocortical carcinoma,SpecificDisease,D018268
5846,1351034,familial adenomatous polyposis,SpecificDisease,D011125
5847,1351034,Endocrine neoplasms,DiseaseClass,D004701
5848,1351034,familial adenomatous polyposis,SpecificDisease,D011125
5849,1351034,FAP,SpecificDisease,D011125
5850,1351034,adrenocorotical carcinoma,SpecificDisease,D018268
5851,1351034,FAP,SpecificDisease,D011125
5852,1351034,adenomatous polyposis coli,Modifier,D011125
5853,1351034,APC,Modifier,D011125
5854,1351034,carcinoma,DiseaseClass,D002277
5855,1351034,APC,Modifier,D011125
5856,1351034,APC,Modifier,D011125
5857,1351034,adrenocortical tumors,SpecificDisease,D018268
5858,1351034,desmoid tumor,SpecificDisease,C535944
5859,1351034,APC,Modifier,D011125
5860,1351034,benign tumors,DiseaseClass,D009369
5861,1351034,tumors,DiseaseClass,D009369
5862,1351034,FAP,Modifier,D011125
5866,7191069,C2-deficiency,SpecificDisease,OMIM:217000
5867,7191069,myasthenia gravis,SpecificDisease,D009157
5868,7191069,Complement deficiency,Modifier,D007153
5869,7191069,myasthenia gravis,SpecificDisease,D009157
5870,7191069,MG,SpecificDisease,D009157
5871,7191069,MG,SpecificDisease,D009157
5872,7191069,C2 deficiency,SpecificDisease,OMIM:217000
5876,10472529,recessive disorders,DiseaseClass,D030342
5877,10472529,phenylketonuria,SpecificDisease,D010661
5881,2912069,G6PD deficiency,SpecificDisease,D005955
5882,2912069,G6PD deficiency,SpecificDisease,D005955
5883,2912069,G6PD Seattle-like phenotype,SpecificDisease,D005955
5884,2912069,G6PD deficiency,SpecificDisease,D005955
5885,2912069,G6PD deficiency,SpecificDisease,D005955
5889,6902670,Familial discoid lupus erythematosus,SpecificDisease,D008179
5890,6902670,C2 deficiency,SpecificDisease,OMIM:217000
5891,6902670,chronic discoid lupus erythematosus,SpecificDisease,D008179
5892,6902670,C2 deficiency,SpecificDisease,OMIM:217000
5893,6902670,C2 deficiency,Modifier,OMIM:217000
5897,7545954,breast and ovarian cancer,Modifier,D061325
5899,7545954,breast and ovarian cancer,Modifier,D061325
5900,7545954,breast cancer,Modifier,D001943
5904,8198128,Friedreich ataxia,SpecificDisease,D005621
5905,8198128,Friedreich ataxia,SpecificDisease,D005621
5906,8198128,FRDA,SpecificDisease,D005621
5907,8198128,neurodegenerative disease,DiseaseClass,D019636
5908,8198128,FRDA,Modifier,D005621
5909,8198128,FRDA,Modifier,D005621
5910,8198128,FRDA,SpecificDisease,D005621
5911,8198128,FRDA,Modifier,D005621
5912,8198128,FRDA,Modifier,D005621
5916,2220826,ataxia-telangiectasia,Modifier,D001260
5917,2220826,ataxia-telangiectasia,Modifier,D001260
5918,2220826,AT,Modifier,D001260
5919,2220826,AT,Modifier,D001260
5920,2220826,AT,Modifier,D001260
5921,2220826,AT,Modifier,D001260
5925,1311721,tumors,DiseaseClass,D009369
5926,1311721,neuroblastoma,SpecificDisease,D009447
5927,1311721,tumor,Modifier,D009369
5928,1311721,tumors,DiseaseClass,D009369
5929,1311721,tumors,DiseaseClass,D009369
5930,1311721,leukemia,Modifier,D007938
5931,1311721,leukemia,Modifier,D007938
5932,1311721,acute leukemia,SpecificDisease,D007938
5933,1311721,leukemia,Modifier,D007938
5937,116187,pyruvate carboxylase deficiency,SpecificDisease,D015324
5938,116187,pyruvate carboxylase deficiency,SpecificDisease,D015324
5939,116187,PC Portland deficiency,SpecificDisease,D015324
5943,2852474,Complex glycerol kinase deficiency,SpecificDisease,C538138
5944,2852474,complex glycerol kinase deficiency,SpecificDisease,C538138
5945,2852474,CGKD,SpecificDisease,C538138
5946,2852474,muscular dystrophy,DiseaseClass,D009136
5947,2852474,muscle weakness,DiseaseClass,D018908
5948,2852474,mental retardation,DiseaseClass,D008607
5949,2852474,congenital adrenal hypoplasia,SpecificDisease,D000312
5950,2852474,glycerol kinase deficiency,DiseaseClass,C538138
5951,2852474,CGKD,Modifier,C538138
5952,2852474,Duchenne muscular dystrophy,Modifier,D020388
5953,2852474,DMD,Modifier,D020388
5954,2852474,gonadotropin deficiency,SpecificDisease,C535764
5955,2852474,GTD,SpecificDisease,C535764
5956,2852474,DMD,SpecificDisease,D020388
5957,2852474,congenital adrenal hypoplasia,SpecificDisease,D000312
5958,2852474,AHC,SpecificDisease,D000312
5959,2852474,GTD,SpecificDisease,C535764
5963,7726234,Duchenne muscular dystrophy,SpecificDisease,D020388
5964,7726234,myotonic dystrophy,SpecificDisease,D009223
5965,7726234,myotonic dystrophy,SpecificDisease,D009223
5966,7726234,Duchenne muscular dystrophy,SpecificDisease,D020388
5967,7726234,DMD,SpecificDisease,D020388
5968,7726234,myotonic dystrophy,SpecificDisease,D009223
5969,7726234,Duchenne muscular dystrophy,SpecificDisease,D020388
5970,7726234,dystrophin deficiency,SpecificDisease,OMIM:310200
5971,7726234,Myotonic dystrophy,SpecificDisease,D009223
5972,7726234,Duchenne dystrophy,SpecificDisease,D020388
5973,7726234,DMD,Modifier,D020388
5977,8500791,hemophilia A,SpecificDisease,D006467
5978,8500791,von Willebrand,Modifier,D014842
5979,8500791,genetic bleeding disorders,DiseaseClass,D025861
5980,8500791,hemophilia A,SpecificDisease,D006467
5981,8500791,von Willebrand disease,SpecificDisease,D014842
5982,8500791,von Willebrand,Modifier,D014842
5983,8500791,hemophilia A,Modifier,D006467
5984,8500791,hemophilia,Modifier,D006467|D002836
5985,8500791,hemophilia,SpecificDisease,D006467|D002836
5986,8500791,hemophilia,SpecificDisease,D006467|D002836
5990,10737980,X-linked adrenoleukodystrophy,Modifier,D000326
5991,10737980,X-linked Adrenoleukodystrophy,SpecificDisease,D000326
5992,10737980,X-ALD,SpecificDisease,D000326
5993,10737980,peroxisomal disease,DiseaseClass,D018901
5994,10737980,X-ALD,Modifier,D000326
5995,10737980,X-ALD,Modifier,D000326
5996,10737980,X-ALD,Modifier,D000326
6002,7894491,tumour,Modifier,D009369
6006,2355960,Tay-Sachs disease,SpecificDisease,D013661
6007,2355960,Tay-Sachs disease,SpecificDisease,D013661
6008,2355960,"GM2 gangliosidosis, type 1",SpecificDisease,D013661
6009,2355960,autosomal recessive disorder,DiseaseClass,D030342
6010,2355960,Tay-Sachs disease,SpecificDisease,D013661
6011,2355960,Tay-Sachs disease,SpecificDisease,D013661
6012,2355960,Tay-Sachs disease,SpecificDisease,D013661
6013,2355960,Tay-Sachs disease,SpecificDisease,D013661
6017,8002973,Adrenoleukodystrophy,Modifier,D000326
6018,8002973,X-linked adrenoleukodystrophy,SpecificDisease,D000326
6019,8002973,ALD,SpecificDisease,D000326
6020,8002973,ALD,Modifier,D000326
6021,8002973,ALD,SpecificDisease,D000326
6022,8002973,ALD,Modifier,D000326
6023,8002973,ALD,Modifier,D000326
6027,2568588,retinoblastoma,SpecificDisease,D012175
6028,2568588,retinoblastoma tumours,SpecificDisease,D012175
6029,2568588,retinoblastoma,Modifier,D012175
6030,2568588,tumour,DiseaseClass,D009369
6031,2568588,retinoblastoma,SpecificDisease,D012175
6032,2568588,retinoblastoma tumours,SpecificDisease,D012175
6033,2568588,tumours,DiseaseClass,D009369
6034,2568588,unilateral tumours,DiseaseClass,D009369
6035,2568588,retinoblastoma,SpecificDisease,D012175
6036,2568588,osteosarcoma,SpecificDisease,D012516
6037,2568588,tumours,DiseaseClass,D009369
6041,10817650,ataxia-telangiectasia,Modifier,D001260
6042,10817650,A-T,Modifier,D001260
6043,10817650,ataxia-telangiectasia,Modifier,D001260
6044,10817650,A-T,Modifier,D001260
6045,10817650,autosomal recessive syndrome,DiseaseClass,D030342
6046,10817650,cancer,DiseaseClass,D009369
6047,10817650,ischemic heart disease,SpecificDisease,D017202
6048,10817650,A-T,Modifier,D001260
6049,10817650,A-T,Modifier,D001260
6050,10817650,A-T,Modifier,D001260
6051,10817650,A-T,Modifier,D001260
6052,10817650,A-T,Modifier,D001260
6053,10817650,A-T,Modifier,D001260
6054,10817650,A-T,Modifier,D001260
6055,10817650,A-T,Modifier,D001260
6059,7815415,myotonic dystrophy,Modifier,D009223
6060,7815415,myotonic dystrophy,Modifier,D009223
6061,7815415,DM,Modifier,D009223
6062,7815415,DM,SpecificDisease,D009223
6063,7815415,congenital disease,DiseaseClass,D030342
6064,7815415,infertility,DiseaseClass,D007246
