id,value,synthetic_class,1,abnormalities,autosomal,breast,c2,cancer,cancers,carcinomas,cell,colorectal,complement,congenital,deficiency,deficient,dehydrogenase,disease,disorder,disorders,dysplasia,dystrophy,familial,g6pd,hereditary,infections,inherited,linked,muscular,ovarian,protein,recessive,sporadic,syndrome,tumors,type,von
1631,malignant tumors,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0191,0,0
1632,mania,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,manic-depressive illness,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,maternal UPD 15,SpecificDisease,1.03001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,maternal disomy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,maternal disomy 15,SpecificDisease,1.03001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,maternal disomy for chromosome 15,SpecificDisease,1.03001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,maternal heterodisomy,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,maternal phenylketonuria,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,maternal uniparental disomy for chromosome 14,SpecificDisease,1.03001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,mature T-cell leukaemia,SpecificDisease,0,0,0,0,0,0,0,0,1.04076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,medulloblastoma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,medulloblastomas,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,melanoma,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,melanomas,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,meningitis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,meningococcal,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,meningococcal infection,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,meningococcal infections,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01422,0,0,0,0,0,0,0,0,0,0,0
1650,meningococcal meningitis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,mental handicap,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,mental retardation,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,mentally retarded,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,mesangial sclerosis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,mesangiopathic glomerulonephritis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,mesenchymal tumors,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0191,0,0
1657,mesenchymal tumour,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,mesothelioma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,metabolic abnormalities,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,metabolic disease,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,metabolic disorder,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,metachromatic leukodystrophy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,metaplastic polyps of the colorectum,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,metastasis,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,metastatic prostate cancer,Modifer,0,0,0,0,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,metastatic renal cell carcinoma,SpecificDisease,0,0,0,0,0,0,0,0,1.04076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,metastatic tumors,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0191,0,0
1668,metatropic dysplasia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,microcephaly,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,microsatellite instability,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,microvesicular steatosis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,mid-face hypoplasia,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,middle ear infections,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01422,0,0,0,0,0,0,0,0,0,0,0
1674,midface hypoplasia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,midline scalp defect of the frontal region,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,midline scalp defects,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,migraine,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,mild hyperphenylalaninemia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,mitochondrial disorder,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,mitochondrial iron accumulation,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,molecular lesion,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,monogenic endocrine disorder,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,motor retardation,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,movement disorders,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,1.03708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,mucopolysaccharidosis IVA,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,mucopolysaccharidosis VII,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,mucosal lesions,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,mucosal overgrowth,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,mucous cysts,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,multifactorial diseases,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,multigenic disorder,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,multiple congenital anomalies,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,1.0337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,multiple endocrine neoplasia (MEN) types 1 and 2,Modifer,1.03001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04437,0
1694,multiple epiphyseal dysplasia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,multisystemic disease,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,muscle disease,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,muscle dystrophy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,muscle hypertrophy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,muscle wasting,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,muscle weakness,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,muscular atrophy,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02493,0,0,0,0,0,0,0,0
1702,muscular disorder,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,1.02493,0,0,0,0,0,0,0,0
1703,muscular dystrophy,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02944,0,0,0,0,0,0,1.02493,0,0,0,0,0,0,0,0
1704,muscular injury,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02493,0,0,0,0,0,0,0,0
1705,muscular weakness,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02493,0,0,0,0,0,0,0,0
1706,myalgia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,myasthenia gravis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,myelin-deficient,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,myelinopathies,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,myeloneuropathy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,myocardial involvement,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,myopathic,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,myopathies,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,myopathy,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,myopia,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,myotonia,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,myotonia levior,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,myotonic dystrophy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,nail dystrophy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,neisseria infections,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01422,0,0,0,0,0,0,0,0,0,0,0
1721,neisserial infection,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,neisserial infections,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01422,0,0,0,0,0,0,0,0,0,0,0
1723,neonatal adrenoleukodystrophy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,neonatal alloimmune thrombocytopenia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,neonatal hypotonia,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,neonatal jaundice,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,neoplasia,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,neoplasm,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,neoplasms,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,neoplastic,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,nephritis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,nephroblastoma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,nephropathy,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,neuritic degeneration,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,neurobehavioral disorders,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,1.03708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,neuroblastoma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,neurodegeneration,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,neurodegenerative disease,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,neurodegenerative disorders,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,1.03708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,neurodevelopmentally handicapped,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,neuroectodermal tumors,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0191,0,0
1742,neuroepithelial abnormalities,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,neurofibromatosis type 1,SpecificDisease,1.03001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04437,0
1744,neurofibrosarcoma,Modifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,neurofibrosarcomas,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,neurogenetic disease,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,neurogenetic disorder,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,neurohypophyseal diabetes insipidus,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,neurologic deterioration,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,neurologic disease,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,neurologic disorders,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,1.03708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,neurologic dysfunction,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,neurological abnormalities,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,neurological and behavioural disorder,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,neurological diseases,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,neurological disturbance,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,neurological dysfunction,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,neurological lesion,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,neuromuscular disease,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,1.02493,0,0,0,0,0,0,0,0
1760,neuromuscular diseases,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1613,0,0,0,0,0,0,0,0,0,0,1.02493,0,0,0,0,0,0,0,0
1761,neuromuscular disorder,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09394,0,0,0,0,0,0,0,0,0,1.02493,0,0,0,0,0,0,0,0
1762,neuronal damage,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,neuronal degeneration,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,neuronal dysfunction,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,neuropathological abnormalities,DiseaseClass,0,1.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,neutrophil-mediated serosal inflammation,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,no eyes,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,non-Hodgkins lymphoma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,non-Indian childhood cirrhosis,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,non-asbestos related mesothelioma,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,non-familial breast and ovarian cancers,CompositeMention,0,0,0,1.07284,0,1.13009,1.04024,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,1.06903,0,0,0,0,0,0,0
1772,non-familial cancers,DiseaseClass,0,0,0,0,0,1.13009,1.04024,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,non-hereditary (sporadic) breast cancer,SpecificDisease,0,0,0,1.07284,0,1.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06996,0,0,0,0,0,0,0,1.02145,0,0,0,0
1774,non-inherited breast carcinomas,SpecificDisease,0,0,0,1.07284,0,0,0,1.03149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05422,0,0,0,0,0,0,0,0,0,0
1775,non-insulin-dependent diabetes mellitus,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,non-papillary renal cell carcinoma,SpecificDisease,0,0,0,0,0,0,0,0,1.04076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,non-papillary renal cell carcinomas,SpecificDisease,0,0,0,0,0,0,0,1.03149,1.04076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,non-syndromic hearing loss,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,non-syndromic sensorineural hearing loss,SpecificDisease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,noncentrocytic lymphomas,DiseaseClass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
